3.50051e-07,-3.09538e-07,1.69389e-06
1.34429e-07,5.5814e-07,2.23628e-06
2.41031e-07,-6.3522e-07,2.56177e-06
2.43266e-07,7.75247e-07,1.80235e-06
1.32708e-07,-5.26848e-07,2.88722e-06
-4.07008e-07,1.20853e-06,3.64654e-06
3.50388e-07,-9.25898e-08,1.80237e-06
-2.9987e-07,3.40805e-07,3.10413e-06
-4.09551e-07,-4.18683e-07,3.32111e-06
-3.01255e-07,-5.27235e-07,3.86355e-06
5.66984e-07,-3.0967e-07,2.77877e-06
4.58334e-07,-4.18179e-07,2.67028e-06
-8.3267e-08,1.2377e-07,3.86356e-06
1.33257e-07,-2.01123e-07,1.58538e-06
-5.16506e-07,5.57616e-07,3.42957e-06
2.66038e-08,9.91878e-07,2.99567e-06
-3.01268e-07,-5.27325e-07,4.2975e-06
-7.35001e-07,-4.18822e-07,3.32107e-06
2.42356e-07,2.32416e-07,3.75511e-06
-5.18195e-07,-5.27147e-07,2.99564e-06
5.67842e-07,2.32801e-07,2.56179e-06
-7.33833e-07,3.40418e-07,4.08047e-06
4.57952e-07,-6.35442e-07,4.0806e-06
-5.17043e-07,2.3198e-07,4.29746e-06
2.42408e-08,-5.26782e-07,2.34478e-06
-8.41603e-08,-4.18949e-07,5.27389e-06
2.50624e-08,1.54427e-08,3.32114e-06
-3.01078e-07,-4.18705e-07,3.64658e-06
2.54386e-08,2.3266e-07,2.12779e-06
-4.08707e-07,1.23698e-07,3.53807e-06
2.55501e-08,3.40741e-07,4.08054e-06
-6.27022e-07,-7.44187e-07,3.10412e-06
3.50689e-07,1.24111e-07,3.1042e-06
-4.10085e-07,-7.44297e-07,4.08052e-06
1.32631e-06,-3.09774e-07,4.84009e-06
-1.90412e-07,9.91449e-07,4.62294e-06
-5.16506e-07,5.57616e-07,3.42957e-06
-3.01088e-07,-4.18772e-07,3.97204e-06
-5.16035e-07,8.82803e-07,4.7314e-06
-3.00734e-07,-2.01711e-07,3.53809e-06
-1.92912e-07,-6.35472e-07,2.88719e-06
2.42375e-08,-5.26804e-07,2.45326e-06
-8.46252e-08,-7.44091e-07,3.75509e-06
-7.34124e-07,1.23785e-07,2.45317e-06
2.52163e-08,1.23816e-07,3.86357e-06
1.32649e-07,-5.27252e-07,4.83997e-06
1.11049e-06,4.49284e-07,6.0334e-06
1.33716e-07,1.23974e-07,3.32115e-06
7.83215e-07,-7.43901e-07,4.62307e-06
3.52015e-07,9.91747e-07,4.29754e-06
-1.916e-07,2.32074e-07,4.51447e-06
-6.25301e-07,3.40801e-07,2.45318e-06
-6.27058e-07,-7.44434e-07,4.29747e-06
-6.23955e-07,1.20857e-06,2.9956e-06
1.43505e-06,-2.00591e-07,1.694e-06
2.55925e-08,3.41033e-07,2.67022e-06
5.6939e-07,1.20928e-06,2.01935e-06
-4.08488e-07,2.32521e-07,1.91078e-06
7.84347e-07,-9.22255e-08,9.34526e-07
4.60534e-07,9.9204e-07,3.1042e-06
1.35234e-07,1.10025e-06,3.75508e-06
-5.16271e-07,6.66551e-07,1.25984e-06
-8.32311e-08,1.24017e-07,2.67021e-06
-5.17014e-07,2.32183e-07,3.32109e-06
-7.3379e-07,3.4071e-07,2.67014e-06
1.3259e-06,-6.34489e-07,1.26005e-06
-7.34455e-07,-9.31188e-08,2.12772e-06
2.42562e-07,3.41148e-07,2.56176e-06
5.66706e-07,-5.26214e-07,7.17537e-07
1.33457e-07,-9.24351e-08,6.09e-07
2.89042e-08,2.40279e-06,6.65201e-08
6.76358e-07,2.33072e-07,1.47694e-06
-7.35473e-07,-7.44008e-07,2.01924e-06
-7.3491e-07,-4.18193e-07,2.83458e-07
-1.92205e-07,-2.01351e-07,2.01929e-06
2.56512e-08,3.41438e-07,7.17469e-07
8.94192e-07,7.75703e-07,9.34524e-07
1.35002e-07,8.84023e-07,1.7504e-07
-7.32743e-07,9.91802e-07,1.80224e-06
-5.17986e-07,-4.18393e-07,1.6938e-06
-3.01163e-07,-5.26606e-07,8.25935e-07
-1.89797e-07,1.31762e-06,1.15138e-06
-7.35476e-07,-7.44031e-07,2.12773e-06
4.58066e-07,-6.34656e-07,2.83583e-07
4.58203e-07,-5.26395e-07,1.36844e-06
2.71991e-08,1.31792e-06,1.75023e-07
2.71502e-08,1.31758e-06,1.80232e-06
-7.33722e-07,3.41182e-07,3.91933e-07
-4.05186e-07,2.29421e-06,-3.67468e-07
7.83879e-07,-4.1739e-07,-4.75791e-07
-6.25454e-07,2.32428e-07,1.91075e-06
3.49533e-07,-6.35039e-07,1.91087e-06
-8.22955e-08,6.67027e-07,-1.50437e-07
-7.91304e-08,2.72778e-06,2.12774e-06
