2.06163e-06,0.00030089,7.59549e-07
3.25521e-07,0.000310655,1.5191e-06
4.23177e-06,0.000324219,5.42535e-07
1.84462e-06,0.000325629,1.08507e-07
3.36372e-06,0.00033941,2.92969e-06
1.08507e-06,0.000347005,1.73611e-06
2.27865e-06,0.000352539,1.95313e-06
6.51042e-07,0.000365343,0
9.76563e-07,0.000367296,1.08507e-06
1.5191e-06,0.000380534,8.68056e-07
2.17014e-07,0.000385959,1.41059e-06
8.68056e-07,0.000392144,1.08507e-06
1.84462e-06,0.000405707,0
2.06163e-06,0.000404948,3.25521e-07
2.06163e-06,0.000417209,0
1.73611e-06,0.00042806,1.19358e-06
8.68056e-07,0.000428711,1.73611e-06
3.25521e-06,0.000444119,2.17014e-06
7.59549e-07,0.000445421,1.30208e-06
1.84462e-06,0.000459852,4.34028e-07
2.49566e-06,0.000468967,2.49566e-06
2.60417e-06,0.000467773,1.73611e-06
2.71267e-06,0.000482964,8.68056e-07
4.12326e-06,0.000486003,3.25521e-07
2.17014e-06,0.000496419,1.41059e-06
4.12326e-06,0.000509332,2.06163e-06
2.92969e-06,0.000511936,1.95313e-06
1.84462e-06,0.000527561,1.41059e-06
4.34028e-07,0.000530816,8.68056e-07
2.17014e-06,0.00053559,8.68056e-07
1.08507e-06,0.000553277,1.95313e-06
1.08507e-06,0.000559679,8.68056e-07
8.68056e-07,0.000574978,7.59549e-07
0,0.000582574,1.08507e-06
2.38715e-06,0.000588542,2.60417e-06
3.68924e-06,0.000601128,2.17014e-06
5.42535e-06,0.000601128,0
2.71267e-06,0.000616319,0
3.90625e-06,0.000623806,5.42535e-07
4.12326e-06,0.000627387,2.06163e-06
1.19358e-06,0.000642361,1.6276e-06
3.25521e-07,0.00064464,2.38715e-06
1.08507e-07,0.000657335,6.51042e-07
1.84462e-06,0.000665582,1.73611e-06
1.95313e-06,0.000666341,1.19358e-06
4.99132e-06,0.000685221,1.30208e-06
3.1467e-06,0.000691081,1.08507e-07
4.44878e-06,0.000698568,9.76563e-07
2.17014e-06,0.000708116,3.79774e-06
1.5191e-06,0.000716363,2.60417e-06
9.76563e-07,0.000732422,1.73611e-06
1.5191e-06,0.000733615,1.95313e-06
3.79774e-06,0.000746094,1.08507e-06
2.38715e-06,0.000754774,1.6276e-06
3.36372e-06,0.000757053,1.84462e-06
1.84462e-06,0.000775391,1.84462e-06
3.36372e-06,0.000780816,1.73611e-06
4.34028e-07,0.000791341,3.25521e-06
1.73611e-06,0.000806098,1.84462e-06
5.42535e-07,0.000805339,1.73611e-06
2.49566e-06,0.000818685,2.06163e-06
5.09983e-06,0.000830187,1.30208e-06
2.49566e-06,0.000836155,2.38715e-06
2.49566e-06,0.000851237,2.17014e-06
4.34028e-07,0.000851562,7.59549e-07
1.08507e-07,0.000865017,2.82118e-06
2.71267e-06,0.000874132,1.95313e-06
2.92969e-06,0.000879666,1.08507e-06
5.31684e-06,0.000892361,1.5191e-06
3.25521e-06,0.000895508,6.51042e-07
1.6276e-06,0.000908203,1.84462e-06
1.84462e-06,0.000916016,3.47222e-06
1.6276e-06,0.000921658,5.42535e-07
5.09983e-06,0.000934136,2.60417e-06
1.84462e-06,0.000937391,2.92969e-06
1.6276e-06,0.000948025,2.60417e-06
0,0.000957465,3.68924e-06
2.49566e-06,0.000962999,3.47222e-06
3.90625e-06,0.000973633,2.27865e-06
2.92969e-06,0.00098546,2.49566e-06
2.49566e-06,0.000996853,2.38715e-06
5.42535e-07,0.00101009,3.36372e-06
6.51042e-07,0.00101443,2.92969e-06
7.59549e-07,0.00103049,3.1467e-06
1.08507e-06,0.00103082,3.47222e-06
1.84462e-06,0.00103852,2.60417e-06
9.76563e-07,0.00105154,2.17014e-06
8.68056e-07,0.00105447,1.41059e-06
2.38715e-06,0.00106836,4.23177e-06
5.42535e-07,0.00107357,2.17014e-06
4.34028e-07,0.00108084,3.90625e-06
8.68056e-07,0.00109375,4.99132e-06
1.08507e-07,0.0010969,2.06163e-06
3.25521e-07,0.00111079,2.60417e-06
0,0.00111447,3.25521e-06
1.84462e-06,0.00112012,3.1467e-06
4.34028e-07,0.0011327,2.27865e-06
2.71267e-06,0.0011352,2.82118e-06
1.84462e-06,0.00114963,3.47222e-06
3.25521e-07,0.00115799,3.1467e-06
2.49566e-06,0.00116504,2.71267e-06
1.73611e-06,0.00118218,3.36372e-06
6.51042e-07,0.00118956,1.6276e-06
1.30208e-06,0.00119922,3.1467e-06
3.25521e-06,0.00120909,2.06163e-06
1.08507e-07,0.00121506,3.58073e-06
4.34028e-07,0.0012347,2.60417e-06
2.17014e-06,0.00123828,4.23177e-06
1.6276e-06,0.00124653,2.82118e-06
1.08507e-06,0.0012564,3.1467e-06
1.30208e-06,0.00125911,1.95313e-06
1.08507e-07,0.00127224,2.17014e-06
1.41059e-06,0.00127528,4.12326e-06
1.30208e-06,0.00128559,2.27865e-06
8.68056e-07,0.00129622,4.55729e-06
8.68056e-07,0.00129829,2.92969e-06
